Link,Question Title,Question Body,Comments
https://community.sw.siemens.com/s/question/0D5Vb00000AIOkfKAH/how-to-access-calculate-machining-times-option,"How to access Calculate Machining times"" option?","Refer VDO from link belowhttps://youtu.be/W4T7nnD2-Cw?si=WOStIi3t2Vlz3Fs6I can't find ""Calculate Machining times"" option as VDO.Please advise me to access this option.Thank you.","RL Hi, You have to have a machine kit loaded and you need to select the top node of the Program order view (NC_PROGRAM) to get that option. ||| RL Trying again... see attached video. A complete time report is available when running Setup Instructions. This utility is available on Post Hub. CalculateMachiningTimes 3.5MB"
https://community.sw.siemens.com/s/question/0D5KZ000006nrSW0AY/on-machine-probing-fanuc-cycles,On Machine Probing - Fanuc Cycles,"Hello All,We are evaluating the NX On Machine Probing.But there are no Fanuc cycles available.There are any plans to add Fanuc cycles?Thanks.","Uwe Roosz Hello,  yes, we are currently working on an implementation of the Renishaw I+ cycles, which will also output FANUC NC-code. It is planned to release this with the NX2406, which will be released in summer 2024. In addition, we will make this package available for testing via the Posthub as a beta version in the coming weeks based on the NX2312.  Best regards, Uwe AdamCAM Hi Uwe,  What is the latest on this please? Really keen for a OMP layer for Fanuc and Siemens based controllers using Renishaw Inspection+.  Many thanks, Adam Uwe Roosz Hello Adam,  in the NX2406 there will be support for some controllers with the cycle version >= V1.1 (see PostHub), which will then support Renishaw I+. In cycle version V1.2, this will be Sinumerik, Fanuc, Haas, Okuma and Mitsubishi, currently in version V1.1 this is only Sinumerik for I+. We will release the extended package in the near future (approx. in 4 weeks). Other controller packages will follow in the next few months, such as Mazak and Brother.  ﻿ Thanks, Uwe ||| AdamCAM Hi Uwe,  What is the latest on this please? Really keen for a OMP layer for Fanuc and Siemens based controllers using Renishaw Inspection+.  Many thanks, Adam Uwe Roosz Hello Adam,  in the NX2406 there will be support for some controllers with the cycle version >= V1.1 (see PostHub), which will then support Renishaw I+. In cycle version V1.2, this will be Sinumerik, Fanuc, Haas, Okuma and Mitsubishi, currently in version V1.1 this is only Sinumerik for I+. We will release the extended package in the near future (approx. in 4 weeks). Other controller packages will follow in the next few months, such as Mazak and Brother.  ﻿ Thanks, Uwe ||| Uwe Roosz Hello Adam,  in the NX2406 there will be support for some controllers with the cycle version >= V1.1 (see PostHub), which will then support Renishaw I+. In cycle version V1.2, this will be Sinumerik, Fanuc, Haas, Okuma and Mitsubishi, currently in version V1.1 this is only Sinumerik for I+. We will release the extended package in the near future (approx. in 4 weeks). Other controller packages will follow in the next few months, such as Mazak and Brother.  ﻿ Thanks, Uwe ||| shags72 These were available back in 2011, along with siemens cycles, when I used them. I had to modify heavily but basic structure was there. Haven't messed with them since then. Are they completely different now? Uwe Roosz Yes, On-Machine Probing is a new application that supports OOTB cycles for different controls and displays the movements as a toolpath during programming. Kal.G Brad, New probing way(J. ENG) requires additional licenses...legacy probe license is no longer supported. We just went thru all that...Siemens is NOT ready and FANUC wasn't as well. Our probe routines are complex...we do things all school wa y (hand type)...beside we're not going to spend more $$$ on additional licenses for products that don't work/incomplete! Kal.  Uwe Roosz Hi Kal,  Thanks for your assessment. I may not share this, but I am very interested in what these points are in a one-on-one exchange. In the past, we have invested a lot of time in initial development, and we are constantly expanding existing and new features, as well as working on fixing and maintaining inconsistencies. Through the PostHub, we regularly share new features, enhancements and bug fixes with all customers and interested parties, even between major releases. Please take a look at the current NX versions from time to time to see if your issues and requests have already been resolved. And if you have opened an call, we will even inform you automatically when and in which version it has been fixed. We are happy to take into account the feedback we receive in order to continuously improve the product. Therefore, I would like to invite you to submit points as IR/ER via GTAC. These will then be evaluated by us and taken into account in the development. Fanuc support will now follow in NX2406 with the implementation of Renishaw I+ cycles soon. I am sorry that we have not been able to meet your expectations to optimally support all features and different controllers from minute 1, but we are working hard to optimize this with the available resources over time. I appreciate your understanding and feedback is always welcome.  Thanks, Uwe shags72 I created my own probing routines using gen mot and ude's. This was for GnL machines. I used a similar adding a post to the post to get it to be portable and easily added to different posts. Worked for what we needed. Gen mot is a little clumsy but when you get used to all the crap that it does, not following normal operation rules, you can get it to work. Kal.G Uwe, You were on those emails. Yes I have latest NX but we run 2212.4000 (production) due to too many issues  in the 23xxx series! Kal. NX CAM Beginner Hello Kal,  I'm with you.  We have several complex probe routines mainly on our production machines and we tried this new OMP package and it is very far from our expectations to spend money on new licenses. ||| Uwe Roosz Yes, On-Machine Probing is a new application that supports OOTB cycles for different controls and displays the movements as a toolpath during programming. ||| Kal.G Brad, New probing way(J. ENG) requires additional licenses...legacy probe license is no longer supported. We just went thru all that...Siemens is NOT ready and FANUC wasn't as well. Our probe routines are complex...we do things all school wa y (hand type)...beside we're not going to spend more $$$ on additional licenses for products that don't work/incomplete! Kal.  Uwe Roosz Hi Kal,  Thanks for your assessment. I may not share this, but I am very interested in what these points are in a one-on-one exchange. In the past, we have invested a lot of time in initial development, and we are constantly expanding existing and new features, as well as working on fixing and maintaining inconsistencies. Through the PostHub, we regularly share new features, enhancements and bug fixes with all customers and interested parties, even between major releases. Please take a look at the current NX versions from time to time to see if your issues and requests have already been resolved. And if you have opened an call, we will even inform you automatically when and in which version it has been fixed. We are happy to take into account the feedback we receive in order to continuously improve the product. Therefore, I would like to invite you to submit points as IR/ER via GTAC. These will then be evaluated by us and taken into account in the development. Fanuc support will now follow in NX2406 with the implementation of Renishaw I+ cycles soon. I am sorry that we have not been able to meet your expectations to optimally support all features and different controllers from minute 1, but we are working hard to optimize this with the available resources over time. I appreciate your understanding and feedback is always welcome.  Thanks, Uwe shags72 I created my own probing routines using gen mot and ude's. This was for GnL machines. I used a similar adding a post to the post to get it to be portable and easily added to different posts. Worked for what we needed. Gen mot is a little clumsy but when you get used to all the crap that it does, not following normal operation rules, you can get it to work. Kal.G Uwe, You were on those emails. Yes I have latest NX but we run 2212.4000 (production) due to too many issues  in the 23xxx series! Kal. NX CAM Beginner Hello Kal,  I'm with you.  We have several complex probe routines mainly on our production machines and we tried this new OMP package and it is very far from our expectations to spend money on new licenses. ||| Uwe Roosz Hi Kal,  Thanks for your assessment. I may not share this, but I am very interested in what these points are in a one-on-one exchange. In the past, we have invested a lot of time in initial development, and we are constantly expanding existing and new features, as well as working on fixing and maintaining inconsistencies. Through the PostHub, we regularly share new features, enhancements and bug fixes with all customers and interested parties, even between major releases. Please take a look at the current NX versions from time to time to see if your issues and requests have already been resolved. And if you have opened an call, we will even inform you automatically when and in which version it has been fixed. We are happy to take into account the feedback we receive in order to continuously improve the product. Therefore, I would like to invite you to submit points as IR/ER via GTAC. These will then be evaluated by us and taken into account in the development. Fanuc support will now follow in NX2406 with the implementation of Renishaw I+ cycles soon. I am sorry that we have not been able to meet your expectations to optimally support all features and different controllers from minute 1, but we are working hard to optimize this with the available resources over time. I appreciate your understanding and feedback is always welcome.  Thanks, Uwe ||| shags72 I created my own probing routines using gen mot and ude's. This was for GnL machines. I used a similar adding a post to the post to get it to be portable and easily added to different posts. Worked for what we needed. Gen mot is a little clumsy but when you get used to all the crap that it does, not following normal operation rules, you can get it to work. ||| Kal.G Uwe, You were on those emails. Yes I have latest NX but we run 2212.4000 (production) due to too many issues  in the 23xxx series! Kal. ||| NX CAM Beginner Hello Kal,  I'm with you.  We have several complex probe routines mainly on our production machines and we tried this new OMP package and it is very far from our expectations to spend money on new licenses."
https://community.sw.siemens.com/s/question/0D5Vb00000A9LnZKAV/tcutters-milling-paths-for-specific-drive-points,T-Cutters milling paths for specific drive points,"Hello,Can someone help me with correct programming of T-cutters?I want to make this undercut (pic) by T-cutters with SYS_OD_Top Drive point.Operation is Planar profiling.I defined it at top of the T-cutter and I thought the path (blue line) will be on the milling plane level (red). Why is it on the bottom of the tool?I have the same issue with chamfer mills.Can someone explain if it works correctly or I make some mistake? In NX4, NX8 it worked as I wished...","tobias_klein Hi, there is a difference between the Drive Point and the tracking data output. The Drive Point option drives the selected tracking point along the boundary geometry. Independent from the Drive Point, you can also select a Tracking Point for output in cutter compensation.  ||| Robert_G Thank you very much, now I understand. ||| Steve Curtis Regardless of which tracking point you use, you still have to create your boundary at the correct plane that corresponds to the tracking point you pick. The boundary plane is what controls the height of the tool in relation to the part. "
https://community.sw.siemens.com/s/question/0D5Vb000009veyHKAQ/cse-tool-change,CSE TOOL CHANGE,"In Mazatrol, the tool change looks like this: T1T2 M6. The first T address is the selection of the tool, the next one is the preparation of the next tool by the magazine. I have a problem because the simulation selects the number from the second position for processing. How to change CSE so that the number in the first position is selected for processing, while the next one can be ignored. I am adapting CSE with SIM07 fanuc@Thomas_S​","Thomas_S Hello Mateusz,  this is a good question. For cases where one token/metacode appears multiple times in one NC Code block the solution is done with the command ""instances"". Here an example I did some time ago in python.   That might get a bit tricky as you can not easily overwrite existing M6 code from XML with python. But working with instances is not new and works in XML too, I do not have an example at hand.   Hope this helps   Mateusz_SS Thank you for your answer. Unfortunately, I am a beginner in CSE edition, so I am asking for more detailed advice on how to use the provided code. Where to put it? ||| Mateusz_SS Thank you for your answer. Unfortunately, I am a beginner in CSE edition, so I am asking for more detailed advice on how to use the provided code. Where to put it? ||| Thomas_S Hello Mateusz,  I can not promise, but would give it a try.  Which NX version you are on? From where do you get the machine kit / or with which one you start creating it? Do you have a license to rum the Machine Configurator? Mateusz_SS Thank you in advance for your help. I have the nx2312 version but I will upgrade it to 2406 I started creating CSE with sim07 -> Fanuc, apart from the kinematics settings I didn't change anything. ||| Mateusz_SS Thank you in advance for your help. I have the nx2312 version but I will upgrade it to 2406 I started creating CSE with sim07 -> Fanuc, apart from the kinematics settings I didn't change anything. ||| John_Vincent(Partner) Below is an XML implementation I've used:   Mateusz_SS Thank you, your way works perfectly. I only had to delete the last command because the tool change subroutine was executed 2 times.   ||| Mateusz_SS Thank you, your way works perfectly. I only had to delete the last command because the tool change subroutine was executed 2 times.  "
https://community.sw.siemens.com/s/question/0D5Vb000006rxITKAY/2306-new-tool-display-position-why,2306 new Tool display position?? Why?,"I am not sure why this was changed or what the purpose is. When I select a tool in the Machine Tool View, it is displayed at the MCS. If no MCS available is shows at the WCS. I have used this for years to define and create tools. Now, when I pick a tool with a toolpath, it always shows the tool at the beginning of the toolpath of the 1st operation under the tool. I can have 100s of operations under one tool. The 1st move of the 1st operation listed under the tool is not the position I need the tool displayed at. In what situation would I want the tool displayed at the 1st move of an operation when selecting a tool. If I wanted to see the 1st move of path I would select the path, not the tool. Now I have to make a redundant dummy copy of the tool to display it in the correct expected position that has worked fine as long as I can remember.https://docs.sw.siemens.com/en-US/doc/209349590/PL20221117716122093.mfggeneral/xid2205526","ThomasF Hi Glenn,  we have intentionally included the extension to avoid that the tool is hidden by part/workpiece geometry. Like shown in the picture below (the brown colored item is the selected tool) Unfortunately, this was very often the case and was also reported as ""annoying"" by customers. The new tool display locations also ensure that the tool is displayed in defined locations following a clear ruleset. The location of the first operation was already used by the Play/Step buttons of Tool Path Animation.  Hope that helps for clarification. Thomas Glenn Balon This feature is really slowing down my workflow. Is there a way to disable it? I need to see the tool at the WCS the way it has worked for decades. I position the WCS at certain points and orientations to see if the tool will fit, and for purposes of construction and measuring the tool relative to WCS while creating it. I have to make extra copies just to get by. ||| Glenn Balon This feature is really slowing down my workflow. Is there a way to disable it? I need to see the tool at the WCS the way it has worked for decades. I position the WCS at certain points and orientations to see if the tool will fit, and for purposes of construction and measuring the tool relative to WCS while creating it. I have to make extra copies just to get by. ||| ThomasF Hi Glenn,  thanks for the detailed description of your workflow and requirement. But I´m not sure if I got it right. It is still possible to place the tool at any desired location on the part to do measuring/construction Thanks Thomas Glenn Balon Hi Thomas,  If I am checking multiple tools, I leave the WCS in place and toggle through the tools. Otherwise, I have to reposition each time. If the tool has a path, then it shows at 1st point in the 1st path, which not needed unless I am verifying. The 1st path listed under the tool would most likely be from 1st operation, so if you have multiple OPs in one file, the displayed tool will still most likely be hidden in the part. When working on OP2 the tool would show in the OP1 path position and still be hidden. ||| Glenn Balon Hi Thomas,  If I am checking multiple tools, I leave the WCS in place and toggle through the tools. Otherwise, I have to reposition each time. If the tool has a path, then it shows at 1st point in the 1st path, which not needed unless I am verifying. The 1st path listed under the tool would most likely be from 1st operation, so if you have multiple OPs in one file, the displayed tool will still most likely be hidden in the part. When working on OP2 the tool would show in the OP1 path position and still be hidden."
https://community.sw.siemens.com/s/question/0D5Vb000009kV79KAE/mouse-point,Mouse point,What is the mouse point setting?How can the point of the mouse be the cross line?Is this possible in the NX configuration?,"Stefan Pendl When you have a part file open, go to ""File => Preferences => Selection"" and change any setting. After that follow the instructions on moving user preferences to group or site level athttps://docs.sw.siemens.com/en-US/doc/209349590/PL20220512394070742.customizing_nx_installation/xid2022672 If this is not what you are searching for, describe in more detail what you want or add images. ||| renton112233449269 Thank you for telling us about it. It helps."
https://community.sw.siemens.com/s/question/0D5Vb000008S2ThKAK/spiral-shaft-cam-4axis,SPIRAL SHAFT CAM 4AXIS,"Dear nx expert,kindly find the attached file and guide me how i do the rough and finish nx cam at 4 4 axis milling. i try it at rotary roughing operation with 6mm ball mill but taking too much time with too much non cutting moves. kindly solve the problem.regards","KK_ZAI Dear lbonomi, thank you for your kind reply. i am going to try it on machine. then i share the result. ||| KK_ZAI Dear lbonomi, you made excellent cam i run it with dia 6mm ball with 11 degree taper as you made in cam. but there is some observations in dimensions and i want to edit the cam. can you share the cam video for guidance.  best regards ||| KK_ZAI Dear ibonomi, you here? ||| KK_ZAI some change in part model from customer. may i send you a new stp file? ||| KK_ZAI dear, plz find attached part model SPIRAL_SHAFT 825KB ||| KK_ZAI dear , i see. i will work on it after 05 holidays then will share the result with nx community.  regards"
https://community.sw.siemens.com/s/question/0D5Vb000008xDvxKAE/when-i-wanted-to-rotate-the-model-in-my-secondary-development-programexe-i-encountered-internal-error-memory-access-violation,"When I wanted to rotate the model in my secondary development program（exe）, I encountered ""Internal error: memory access violation""","I import a step file and want to rotate it along YM.I record the ​operation in nx2212 to a cxx file, which contains the following lines:But when I used the API ""CreateAdmMoveFaceBuilder"" in my external program with C++,  I encountered ""Internal error: memory access violation"":​In my log file, I found it failed to create the admMoveFaceBuilder, but I tested it in the internal application, and it worked normally.So, what's the problem?","XMFan @Stefan Pendl​ ||| Stefan Pendl What does the NX log file of the batch session tell you about the problem? XMFan Where can I find the NX log file? Through my log file(fout in the figure), I know that ​the ""_workPart->Features()->CreateAdmMoveFaceBuilder(nullNXOpen_Features_AdmMoveFace)"" run error, but I don't know why. ||| XMFan Where can I find the NX log file? Through my log file(fout in the figure), I know that ​the ""_workPart->Features()->CreateAdmMoveFaceBuilder(nullNXOpen_Features_AdmMoveFace)"" run error, but I don't know why. ||| Stefan Pendl The NX variable UGII_TMP_DIR is pointing to the location of the log file. In most cases this is set to point to %TMP%. XMFan I added the "" UF_initialize()"" before ""_workPart->Features()->CreateAdmMoveFaceBuilder(nullNXOpen_Features_AdmMoveFace)"", and now the builder can be created But now Iencountered another error: NXException: 3190051 Multiple faces no longer intersect and edges at a vertex cannot adapt.  I checked the syslog, but found nothing helpful. ||| XMFan I added the "" UF_initialize()"" before ""_workPart->Features()->CreateAdmMoveFaceBuilder(nullNXOpen_Features_AdmMoveFace)"", and now the builder can be created But now Iencountered another error: NXException: 3190051 Multiple faces no longer intersect and edges at a vertex cannot adapt.  I checked the syslog, but found nothing helpful. ||| Stefan Pendl Have you used the part from the batch run for creating the journal? There may be additional steps needed to make it work. You can search the support center for any hint about the error you encounter, usually such an error is not described in the log file. ||| Stefan Pendl You need UF_initialize() at the beginning of a NXOpen utility and UF_terminate() at the end of a NXOpen utility. Make sure to read the documentation of both methods. ||| Stefan Pendl I would never mix old NXOpen methods with new ones. UF_initialize is only needed if you use UF_ functions. To get rid of it, use the UF-wrapper functions provided instead of old UF_ functions."
https://community.sw.siemens.com/s/question/0D5Vb000009ovcXKAQ/quick-roughing,Quick Roughing,Can someone help me understand why the quick roughing operation would be used over adaptive milling in any instance?,"Stefan Pendl If you have no cutter for adaptive milling or prefer the traditional roughing. ||| Jan1675103483703 I use Quik roughing the most with high feed tools or when te pocket is to small for a adaptive toolpaht Burnzy I can see it being useful for high feed tools for sure. ||| Burnzy I can see it being useful for high feed tools for sure. ||| Ashish_Joshi Hi@Burnzy​ Same things apply to Adaptive Milling VsCavity Millingas Adaptive Milling VsQuick Roughingas both Cavity Milling and Quick Roughing are traditional roughing operations. With traditional roughing, one typically could use large cutters with shallow depth of cut, large stepovers. Different nature of cutting compared to Adaptive. Traditional roughing can cause tool embedding which is not safer for hard materials and IF it's a concern to the user. Instead of Quick Roughing if you use Cavity Milling, you could do Finish Passes with Cutter Compensation and Contact Output. There are more options that support different use cases BUT above are just a few reasons.  Thanks, Ashish   ||| Jan1675103483703 3d Apadtive has also a finisch pass in 2306(you have to add this self to the dialog) bud in 2312 is this removed. Is there a reason for? I use it the most of te time as semi finisch pas and that works great. ||| Ashish_Joshi Hi@Jan1675103483703​ Finish Pass for 3D Adaptive was not officially released with good quality, and we would like to put out functionality that is robust. When we have Finish Pass option ready, we will make it available again. thanks for your patience. Ashish"
https://community.sw.siemens.com/s/question/0D54O00007C2Gw4SAF/how-to-use-momasknexteventname-command,How to use MOM_ask_next_event_name command?,"Dear All,I'm trying to use the MOM_ask_next_event_name command but I don't get the results I need.I need to delete a rapid motion from my NC code and this rapid motion takes place before MOM_mill_hole_move event. If I could get the name of the next event I could easily abort the rapid move event but I don't know how to use the MOM_ask_next_event_name command. According to the documentationmom_result variable should contain the name of the next event but I get ""1"" all the time. I tried to use the MOM_ask_next_event_name command at the beginning of every rapid move and I also tried to use it at the end of every rapid move.Do I need to generate a list of the events first or how do I get the correct result?Regards,Tamas Fabian","Artlev Add this code to a custom command in the ""Start of program"" event   ||| Dave_H I am struggling with this now too. It's fun to know someone else in the world is beating there head off the same wall as me at them same time!  The documentation says it ""returns"" 1 if successful and ""outputs"" a list of event names to the variable mom_result.  All I can add is what I need is the ""output"" and I'm getting the ""Return Value"" which is what it sounds like it happening to@tamas.fabian(Partner)​ .  @Artlev​  I'm not sure how to use what you said either. Do you know how we can capture the ""output""?  Thanks! Artlev I use this code:  global mom_kin_read_ahead_next_motion set mom_kin_read_ahead_next_motion 1 MOM_reload_kinematics  to make this code work (this code is as an example, because I didn't understand what task you want to solve)  if { [info exist mom_motion_event ] && [info exist mom_nxt_motion_event ]} { if {$mom_motion_event == ""rapid_move"" && $mom_nxt_motion_event == ""linear_move""} { #MOM_output_text""$mom_motion_event"" #MOM_output_text""$mom_motion_type"" } }  Dave_H @Artlev​ does this work with first run or only with pretreatment? Artlev Add this code to PB_CMD_before_motion as shown in the picture. If it doesn't exist before_motion, then create before_motion. This works every time and throughout the post-processing, but only one step ahead.   ||| Artlev I use this code:  global mom_kin_read_ahead_next_motion set mom_kin_read_ahead_next_motion 1 MOM_reload_kinematics  to make this code work (this code is as an example, because I didn't understand what task you want to solve)  if { [info exist mom_motion_event ] && [info exist mom_nxt_motion_event ]} { if {$mom_motion_event == ""rapid_move"" && $mom_nxt_motion_event == ""linear_move""} { #MOM_output_text""$mom_motion_event"" #MOM_output_text""$mom_motion_type"" } }  Dave_H @Artlev​ does this work with first run or only with pretreatment? Artlev Add this code to PB_CMD_before_motion as shown in the picture. If it doesn't exist before_motion, then create before_motion. This works every time and throughout the post-processing, but only one step ahead.   ||| Dave_H @Artlev​ does this work with first run or only with pretreatment? ||| Artlev Add this code to PB_CMD_before_motion as shown in the picture. If it doesn't exist before_motion, then create before_motion. This works every time and throughout the post-processing, but only one step ahead.   ||| Dave_H @tamas.fabian(Partner)​  If your using Post Configurator follow this link for the answerPC, mom_nxt_motion_event (siemens.com). It is just what@Artlev​  said but it is set to the Machine Mode Event as opposed to Start of Program like in post builder.    tamas.fabian(Partner) @Dave_H​ Thanks for the information. However it is still not what I was looking for, I still don't know how to useMOM_ask_next_event_name command. I could solve my problem and the solution you mentiond above is also working in PC, but I would be really glad if I could use MOM_ask_next_event_name too.  ||| tamas.fabian(Partner) @Dave_H​ Thanks for the information. However it is still not what I was looking for, I still don't know how to useMOM_ask_next_event_name command. I could solve my problem and the solution you mentiond above is also working in PC, but I would be really glad if I could use MOM_ask_next_event_name too.  ||| Dave_H @tamas.fabian(Partner)​  Sorry for the late response. The read ahead stuff from the other thread should give you access to the MOM variables for read ahead. So for instance you can see what  mom_nxt_motion_event or mom_nxt_motion_type is in the previous operation then make your decisions or do whatever your looking to do. All of the MOM variable for read ahead are in the documentation.  Maybe if your still working on this and you want to send a bit of specifics I could help you more!  Have a good day.     tamas.fabian(Partner) @Dave_H​  Thanks for the offer, but what I would really need is the name of the next MOM event. It would help me so many times in Post Configurator. There isn't any mom variable for the event name that's why I wanted to use theMOM_ask_next_event_name command.  ||| tamas.fabian(Partner) @Dave_H​  Thanks for the offer, but what I would really need is the name of the next MOM event. It would help me so many times in Post Configurator. There isn't any mom variable for the event name that's why I wanted to use theMOM_ask_next_event_name command.  ||| Ken_A Don't know if you figured this out already, but looks to me lie you would need code something like this to figure out how it works:  global mom_results if {[MOM_ask_next_event_name]} { MOM_output_text ""MOM_ask_next_event_name mom_results = $mom_results"" } else { MOM_output_text ""Error running MOM_ask_next_event_name???"" }"
https://community.sw.siemens.com/s/question/0D5Vb000009LmQ1KAK/create-programmer-name-with-udes-on-postbuilder,Create Programmer Name with UDEs on PostBuilder,"Hello, I saw a video from this website. Exactly Session 16 of PostBuilder Videos. I try create  UDEs like that.  But when I ouput. It wrong. PROGRAMMER is not apprear. I added code into *.cdl.This is *.tcl file and I call it in First_Toolproc PB_CMD_Ten { } {#=========================================global mom_nc_programmerif { [info exists mom_nc_programmer] } {MOM_output_literal ""PROGRAMMER: $mom_nc_programmer""}}Please Help me.","huanduongnx4969 link video: https://www.youtube.com/watch?v=EbJJnkhpfe4 ||| huanduongnx4969  ||| lbonomi attach the proc PB_CMD_Ten to the UDE Programmer Name  huanduongnx4969 I tried, but it was wrong. Could you help me? I will send this file for you.  ||| huanduongnx4969 I tried, but it was wrong. Could you help me? I will send this file for you.  ||| huanduongnx4969 https://drive.google.com/file/d/1kWeGFaILn-yZIkkwn6VVdHi_FFfQ8Ted/view?usp=sharing link dowload file for testing. Please help me, it including cdl,pui,def,tcl ||| lbonomi it seems to work, try to post the program in this file, the UDE is attached to the start events of the first operation  test 101KB huanduongnx4969 I tried and it's ok. But. Why once create a new project, It was wrong. Could you help me explain? What's the difference beetwen your file and others file? huanduongnx4969 I tried on NX12. It's Ok. But when I tried on NX 2312, It's wrong. It not output. Can you tell me about this issue? huanduongnx4969 NX2206. It's Ok. Only NX2312, It was wrong ||| huanduongnx4969 I tried and it's ok. But. Why once create a new project, It was wrong. Could you help me explain? What's the difference beetwen your file and others file? ||| huanduongnx4969 I tried on NX12. It's Ok. But when I tried on NX 2312, It's wrong. It not output. Can you tell me about this issue? ||| huanduongnx4969 NX2206. It's Ok. Only NX2312, It was wrong ||| lbonomi hihuanduongnx4969, I've tried with NX2312 too, with the same part and the same post the result is the same. Anyway the proc PB_CMD_Ten attached to the first tool event doesn't work because the MOM_first_tool event comes before than MOM_Pick_name, so when the MOM_first_tool event is handled the variable does not exists yet.  "
https://community.sw.siemens.com/s/question/0D5Vb000008CGvjKAG/how-to-output-code-after-cycle800-output,How to output code after Cycle800 output?,"How do Ioutput code after Cycle800 output?I want to output a simple ""STOPRE"" efter cycle800 but I can't figure out how...﻿",
https://community.sw.siemens.com/s/question/0D54O000061xCHkSAM/how-to-unlock-teach-modexml-files-on-mke-library,"How to unlock teach mode,.XML files on MKE library?","Actually I can't save any feature with teach feature icon on CAM.On the other hand, MK Editor's .XML files like machining_knowledge.xml can't be saved,system tells that is on read mode.How could I change from read mode to admin mode? for customising my features and machining toolpaths on own database.Thanks in advance.","Mark the retired guy ||| DerekHart Feature Teaching and Process Teaching are quick, interactive ways to modify or update the Machining Knowlege Editor (MKE). You can also create and modify feature and process definitions by working in the MKE directly.  In either case, you require a license to write to the MKE.  This license (fbm_author) is provided as part of the Total Machining package or alternatively available as the Feature Based Machining Author Add-on.   ||| Igor0     ||| Mark the retired guy     ||| Mark the retired guy ||| Igor0   ||| Cuan Gavin The Machine knowledge editor files/xml lives in program files. C:\ProgramFiles\Siemens\NX2007\MACH\resource\machining_knowledge  you might not be able to edit file sin here... if so you need to copy those files out to somewhere they can be edited then change your environment variables to point to those locations.  variable to change: UGII_CAM_MACHINING_KNOWLEDGE_DIR variable to change: UGII_CAM_RESOURCE_DIR, this for the resources folder... copy and paste somewhere else  point these to your new file location... you will do this by going to control panel > System > Advanced system settings, environment variables, then make the new environment variables that I listed above.  Finally, you need to open the MKE xml, in MKE save as but with the same name, replace the original and you should be good to go... for some reason you have to save over the original or it wont work.  Good luck.  "
https://community.sw.siemens.com/s/question/0D5Vb000009aJ70KAE/coolant-status-in-post-builder,Coolant status in post builder,"Hi everyone,I have a problem in the post processor.if I activate the coolant thru (M11) in nx cam, all the other operations to follow has M11 even if I set a different type of coolant in the operation. I think it's a reset problem, but also if I set the coolant off (M9) it is the sameThank you!!","KJH Hello Giulia,  Please check an OOTB postprocessor and compare it to yours. This may help solve your problem. What type of kinematics are on your machine? Table-Table?  With Best Regards, Kevin ||| lbonomi hello Giulia, did you program On as the Type in the operations that follow the one with M11 Coolant?  Programming Coolant On Ude with Type=On reinstates the last type that was selected before a Coolant Off, it doesn't change the type, you should try programming Coolant On Ude with a different Type, for example if M11 is Thru you should program Flood or Mist or Tap to see a change. ciao "
https://community.sw.siemens.com/s/question/0D5Vb000009fzvKKAQ/isv-the-simulation-settings-inquiry-for-the-sync-code-of-the-millturn-machine,[ISV] The simulation settings inquiry for the sync code of the MILLTURN machine,"HiWhen using the sync code block with G65 P9020 M102, the simulation does not work correctly. However, it works fine with a single M102 code block. How should I configure it to achieve the same functionality with G65 P9020 M102?",
https://community.sw.siemens.com/s/question/0D5KZ0000031dxY0AQ/shop-documentation-errorplease-help-me,Shop documentation error?please help me.,I exported a tool list of defective knives as shown in the photo. See attached file. Please how to handle it?,"mkn it's hard to say with your image. That said, Can you select other than geometry to test ? A program by example ĐLT I have attached the file, please see and help me. (NX2027) mkn I have the same problem as you , I have deleted this feature group and all members ,It seems to work, contact the GTAC, for a more detailed request of the problem. I have no idea why .  ĐLT thank you very much. ||| ĐLT I have attached the file, please see and help me. (NX2027) mkn I have the same problem as you , I have deleted this feature group and all members ,It seems to work, contact the GTAC, for a more detailed request of the problem. I have no idea why .  ĐLT thank you very much. ||| mkn I have the same problem as you , I have deleted this feature group and all members ,It seems to work, contact the GTAC, for a more detailed request of the problem. I have no idea why .  ||| ĐLT thank you very much. ||| kiranbs(recaero) hi,  Have issue with on selection of bounding geometry. Reselect bounding geometry issue will reslove. I have faced same issue in trail, then I found the issue. look snap for u r reference.   hope this information helps for you. "
